lsoa_code,borough,major_category,minor_category,value,year,month
E01004450,Waltham Forest,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2011,8
E01002557,Hounslow,Violence Against the Person,Wounding/GBH,0,2013,1
E01001928,Hammersmith and Fulham,Violence Against the Person,Common Assault,0,2009,2
E01004516,Wandsworth,Theft and Handling,Motor Vehicle Interference & Tampering,0,2010,8
E01002154,Harrow,Theft and Handling,Theft From Shops,0,2011,6
E01003288,Lewisham,Criminal Damage,Criminal Damage To Dwelling,3,2016,11
E01002816,Kensington and Chelsea,Theft and Handling,Theft From Shops,6,2009,11
E01000366,Bexley,Theft and Handling,Theft From Motor Vehicle,1,2011,6
E01002187,Harrow,Theft and Handling,Motor Vehicle Interference & Tampering,0,2013,8
E01000546,Brent,Drugs,Possession Of Drugs,0,2016,6
E01002283,Havering,Drugs,Possession Of Drugs,1,2009,2
E01004404,Waltham Forest,Theft and Handling,Theft From Motor Vehicle,0,2009,8
E01002144,Harrow,Violence Against the Person,Offensive Weapon,0,2013,11
E01000945,Camden,Theft and Handling,Other Theft,6,2013,12
E01003270,Lewisham,Burglary,Burglary in Other Buildings,0,2013,9
E01000827,Bromley,Violence Against the Person,Other violence,0,2008,4
E01003676,Redbridge,Other Notifiable Offences,Other Notifiable,0,2012,7
E01003420,Merton,Criminal Damage,Criminal Damage To Dwelling,0,2011,2
E01003104,Lambeth,Criminal Damage,Other Criminal Damage,0,2010,9
E01003710,Redbridge,Drugs,Possession Of Drugs,0,2013,9
E01002661,Hounslow,Robbery,Personal Property,1,2013,8
E01004307,Tower Hamlets,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2014,3
E01000376,Bexley,Theft and Handling,Theft From Motor Vehicle,0,2013,7
E01003185,Lambeth,Burglary,Burglary in a Dwelling,3,2011,4
E01003359,Merton,Theft and Handling,Theft From Shops,0,2015,8
E01003525,Newham,Theft and Handling,Other Theft,3,2008,4
E01003857,Richmond upon Thames,Violence Against the Person,Wounding/GBH,0,2010,1
E01000872,Camden,Other Notifiable Offences,Other Notifiable,0,2011,3
E01003692,Redbridge,Violence Against the Person,Other violence,0,2010,3
E01004510,Wandsworth,Theft and Handling,Theft/Taking of Pedal Cycle,1,2015,9
E01002686,Hounslow,Theft and Handling,Theft From Shops,1,2009,9
E01004430,Waltham Forest,Fraud or Forgery,Other Fraud & Forgery,0,2013,9
E01000230,Barnet,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,8
E01003092,Lambeth,Theft and Handling,Handling Stolen Goods,0,2014,3
E01003880,Richmond upon Thames,Robbery,Personal Property,0,2009,3
E01001063,Croydon,Theft and Handling,Other Theft,0,2016,2
E01004614,Wandsworth,Violence Against the Person,Common Assault,1,2008,5
E01001799,Hackney,Violence Against the Person,Common Assault,0,2016,7
E01004668,Westminster,Drugs,Other Drugs,0,2008,10
E01002670,Hounslow,Violence Against the Person,Assault with Injury,1,2009,9
E01002211,Harrow,Violence Against the Person,Offensive Weapon,0,2013,1
E01004104,Sutton,Drugs,Drug Trafficking,0,2008,8
E01004522,Wandsworth,Drugs,Drug Trafficking,0,2010,5
E01004441,Waltham Forest,Theft and Handling,Motor Vehicle Interference & Tampering,0,2011,4
E01003295,Lewisham,Sexual Offences,Other Sexual,0,2011,7
E01003418,Merton,Violence Against the Person,Harassment,1,2016,9
E01002928,Kingston upon Thames,Violence Against the Person,Wounding/GBH,0,2013,9
E01033604,Westminster,Violence Against the Person,Common Assault,2,2014,10
E01003254,Lewisham,Theft and Handling,Other Theft Person,0,2008,3
E01003515,Newham,Violence Against the Person,Offensive Weapon,0,2013,11
E01004725,Westminster,Drugs,Possession Of Drugs,0,2014,7
E01002107,Harrow,Theft and Handling,Motor Vehicle Interference & Tampering,0,2012,6
E01003711,Redbridge,Violence Against the Person,Harassment,0,2009,6
E01002039,Haringey,Burglary,Burglary in a Dwelling,4,2009,4
E01003828,Richmond upon Thames,Theft and Handling,Other Theft Person,0,2011,6
E01003500,Newham,Criminal Damage,Criminal Damage To Other Building,0,2010,9
E01002789,Islington,Violence Against the Person,Assault with Injury,0,2010,2
E01004043,Southwark,Theft and Handling,Other Theft Person,0,2008,4
E01004518,Wandsworth,Theft and Handling,Other Theft,0,2010,1
E01002670,Hounslow,Robbery,Personal Property,0,2016,7
E01001466,Enfield,Violence Against the Person,Assault with Injury,0,2011,1
E01004763,Westminster,Criminal Damage,Other Criminal Damage,3,2011,1
E01003566,Newham,Theft and Handling,Handling Stolen Goods,0,2009,7
E01001501,Enfield,Criminal Damage,Criminal Damage To Other Building,0,2010,1
E01000539,Brent,Drugs,Drug Trafficking,0,2008,4
E01003758,Redbridge,Violence Against the Person,Harassment,0,2012,1
E01004643,Wandsworth,Criminal Damage,Criminal Damage To Dwelling,0,2014,1
E01004331,Waltham Forest,Fraud or Forgery,Other Fraud & Forgery,0,2011,1
E01003238,Lewisham,Violence Against the Person,Wounding/GBH,0,2008,10
E01000802,Bromley,Fraud or Forgery,Counted per Victim,0,2013,8
E01003474,Merton,Theft and Handling,Other Theft,0,2013,8
E01003588,Newham,Drugs,Drug Trafficking,0,2015,12
E01002552,Hillingdon,Criminal Damage,Criminal Damage To Other Building,0,2016,6
E01033207,Lambeth,Theft and Handling,Motor Vehicle Interference & Tampering,0,2011,8
E01003009,Kingston upon Thames,Robbery,Personal Property,0,2013,5
E01004611,Wandsworth,Theft and Handling,Theft From Shops,0,2016,7
E01003187,Lambeth,Criminal Damage,Other Criminal Damage,1,2012,4
E01003851,Richmond upon Thames,Other Notifiable Offences,Going Equipped,0,2014,9
E01002796,Islington,Criminal Damage,Criminal Damage To Motor Vehicle,0,2009,11
E01003068,Lambeth,Violence Against the Person,Harassment,1,2015,4
E01000708,Bromley,Drugs,Drug Trafficking,0,2008,9
E01002618,Hounslow,Violence Against the Person,Harassment,0,2013,11
E01032782,Tower Hamlets,Violence Against the Person,Assault with Injury,0,2009,8
E01004180,Sutton,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,2
E01000570,Brent,Violence Against the Person,Wounding/GBH,0,2010,9
E01001245,Ealing,Other Notifiable Offences,Going Equipped,0,2015,9
E01001093,Croydon,Theft and Handling,Handling Stolen Goods,0,2009,12
E01004698,Westminster,Other Notifiable Offences,Going Equipped,0,2013,3
E01002950,Kingston upon Thames,Theft and Handling,Theft From Shops,0,2011,6
E01001973,Haringey,Theft and Handling,Theft From Motor Vehicle,10,2013,3
E01001808,Hackney,Violence Against the Person,Wounding/GBH,1,2008,5
E01003314,Lewisham,Violence Against the Person,Other violence,0,2013,7
E01004752,Westminster,Theft and Handling,Motor Vehicle Interference & Tampering,0,2010,10
E01003954,Southwark,Violence Against the Person,Wounding/GBH,0,2015,12
E01004556,Wandsworth,Robbery,Personal Property,0,2014,11
E01001949,Hammersmith and Fulham,Robbery,Personal Property,0,2010,8
E01002660,Hounslow,Drugs,Drug Trafficking,1,2011,3
E01003005,Kingston upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,0,2012,4
E01001304,Ealing,Burglary,Burglary in a Dwelling,1,2015,9
E01001864,Hammersmith and Fulham,Criminal Damage,Other Criminal Damage,0,2014,3
E01001387,Ealing,Violence Against the Person,Offensive Weapon,0,2016,5
E01004563,Wandsworth,Theft and Handling,Theft From Motor Vehicle,0,2016,4
E01033569,Kingston upon Thames,Burglary,Burglary in a Dwelling,0,2009,11
E01001463,Enfield,Violence Against the Person,Wounding/GBH,0,2012,2
E01001538,Enfield,Drugs,Drug Trafficking,0,2015,3
E01004267,Tower Hamlets,Violence Against the Person,Common Assault,5,2015,8
E01033600,Westminster,Theft and Handling,Other Theft,0,2010,1
E01002058,Haringey,Theft and Handling,Handling Stolen Goods,0,2009,12
E01003079,Lambeth,Theft and Handling,Handling Stolen Goods,0,2015,4
E01001600,Greenwich,Drugs,Drug Trafficking,0,2009,8
E01002737,Islington,Theft and Handling,Other Theft,1,2010,11
E01003518,Newham,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,1
E01002102,Haringey,Theft and Handling,Theft From Motor Vehicle,4,2008,3
E01004753,Westminster,Violence Against the Person,Common Assault,0,2010,10
E01002487,Hillingdon,Criminal Damage,Criminal Damage To Other Building,0,2016,2
E01000234,Barnet,Other Notifiable Offences,Going Equipped,0,2012,4
E01002924,Kingston upon Thames,Drugs,Drug Trafficking,0,2013,9
E01002088,Haringey,Criminal Damage,Criminal Damage To Motor Vehicle,0,2010,1
E01003141,Lambeth,Criminal Damage,Criminal Damage To Dwelling,1,2014,7
E01002192,Harrow,Theft and Handling,Theft From Motor Vehicle,1,2014,3
E01000613,Brent,Violence Against the Person,Harassment,2,2013,7
E01004310,Tower Hamlets,Sexual Offences,Other Sexual,1,2008,1
E01001785,Hackney,Criminal Damage,Other Criminal Damage,0,2009,6
E01004291,Tower Hamlets,Theft and Handling,Theft From Motor Vehicle,2,2014,4
E01001169,Croydon,Theft and Handling,Handling Stolen Goods,0,2013,6
E01003757,Redbridge,Theft and Handling,Motor Vehicle Interference & Tampering,0,2012,10
E01002252,Havering,Theft and Handling,Other Theft,0,2010,1
E01003146,Lambeth,Criminal Damage,Criminal Damage To Other Building,0,2015,8
E01002932,Kingston upon Thames,Drugs,Drug Trafficking,0,2016,11
E01033725,Hillingdon,Drugs,Possession Of Drugs,2,2016,2
E01001748,Hackney,Violence Against the Person,Other violence,1,2016,4
E01003987,Southwark,Violence Against the Person,Harassment,4,2013,4
E01002578,Hounslow,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,1
E01002411,Hillingdon,Theft and Handling,Theft/Taking of Pedal Cycle,0,2013,9
E01001034,Croydon,Burglary,Burglary in a Dwelling,3,2015,1
E01000999,Croydon,Drugs,Possession Of Drugs,0,2016,2
E01001397,Enfield,Theft and Handling,Theft/Taking of Pedal Cycle,0,2013,12
E01003496,Newham,Criminal Damage,Criminal Damage To Other Building,0,2010,4
E01004535,Wandsworth,Violence Against the Person,Wounding/GBH,0,2016,12
E01003015,Lambeth,Violence Against the Person,Assault with Injury,0,2011,3
E01002806,Islington,Robbery,Personal Property,0,2014,10
E01033731,Greenwich,Criminal Damage,Criminal Damage To Dwelling,0,2015,5
E01000482,Brent,Violence Against the Person,Assault with Injury,1,2010,9
E01000726,Bromley,Drugs,Drug Trafficking,0,2011,5
E01002702,Islington,Criminal Damage,Other Criminal Damage,0,2015,6
E01002329,Havering,Burglary,Burglary in Other Buildings,0,2013,5
E01003550,Newham,Drugs,Drug Trafficking,0,2013,7
E01000040,Barking and Dagenham,Drugs,Possession Of Drugs,0,2010,8
E01002725,Islington,Violence Against the Person,Assault with Injury,0,2008,3
E01004159,Sutton,Violence Against the Person,Harassment,0,2016,8
E01002438,Hillingdon,Robbery,Personal Property,0,2010,11
E01002144,Harrow,Robbery,Business Property,0,2015,11
E01004304,Tower Hamlets,Criminal Damage,Other Criminal Damage,0,2014,1
E01004163,Sutton,Robbery,Personal Property,0,2009,10
E01003026,Lambeth,Theft and Handling,Other Theft Person,0,2016,2
E01002693,Hounslow,Sexual Offences,Other Sexual,0,2012,5
E01003495,Newham,Violence Against the Person,Harassment,0,2008,5
E01001307,Ealing,Other Notifiable Offences,Other Notifiable,0,2011,12
E01002415,Hillingdon,Drugs,Drug Trafficking,0,2015,10
E01000513,Brent,Violence Against the Person,Assault with Injury,0,2016,2
E01000599,Brent,Other Notifiable Offences,Other Notifiable,0,2014,5
E01033491,Islington,Theft and Handling,Handling Stolen Goods,0,2012,9
E01001945,Hammersmith and Fulham,Violence Against the Person,Other violence,0,2013,4
E01002268,Havering,Theft and Handling,Theft/Taking of Pedal Cycle,0,2015,6
E01000957,Camden,Drugs,Other Drugs,0,2008,10
E01032768,Tower Hamlets,Theft and Handling,Motor Vehicle Interference & Tampering,0,2011,4
E01003136,Lambeth,Burglary,Burglary in a Dwelling,0,2008,8
E01001907,Hammersmith and Fulham,Burglary,Burglary in a Dwelling,3,2015,12
E01001862,Hammersmith and Fulham,Violence Against the Person,Wounding/GBH,0,2011,4
E01000935,Camden,Violence Against the Person,Common Assault,0,2009,12
E01003524,Newham,Burglary,Burglary in Other Buildings,0,2015,10
E01003755,Redbridge,Violence Against the Person,Common Assault,3,2009,11
E01000233,Barnet,Criminal Damage,Criminal Damage To Dwelling,0,2009,1
E01001789,Hackney,Theft and Handling,Other Theft,0,2009,11
E01033599,Westminster,Violence Against the Person,Other violence,0,2016,8
E01003951,Southwark,Violence Against the Person,Common Assault,2,2013,5
E01000748,Bromley,Robbery,Business Property,0,2016,8
E01033607,Westminster,Robbery,Personal Property,1,2015,5
E01004611,Wandsworth,Drugs,Drug Trafficking,0,2012,2
E01003368,Merton,Theft and Handling,Other Theft Person,0,2013,8
E01001352,Ealing,Criminal Damage,Criminal Damage To Dwelling,0,2014,10
E01001255,Ealing,Criminal Damage,Criminal Damage To Dwelling,0,2015,7
E01002418,Hillingdon,Drugs,Possession Of Drugs,0,2009,1
E01003964,Southwark,Violence Against the Person,Offensive Weapon,0,2012,12
E01002179,Harrow,Theft and Handling,Theft From Shops,1,2009,2
E01033598,Westminster,Theft and Handling,Theft/Taking of Pedal Cycle,0,2014,7
E01001264,Ealing,Theft and Handling,Theft/Taking of Pedal Cycle,1,2011,4
E01001482,Enfield,Robbery,Personal Property,1,2011,1
E01002739,Islington,Theft and Handling,Other Theft,11,2012,10
E01000989,Croydon,Criminal Damage,Criminal Damage To Motor Vehicle,1,2013,2
E01003980,Southwark,Burglary,Burglary in a Dwelling,1,2016,3
E01003506,Newham,Theft and Handling,Handling Stolen Goods,1,2013,10
E01001314,Ealing,Criminal Damage,Other Criminal Damage,0,2008,7
E01000853,Camden,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2014,9
E01003656,Redbridge,Criminal Damage,Other Criminal Damage,0,2012,5
E01003500,Newham,Drugs,Drug Trafficking,0,2010,3
E01002686,Hounslow,Burglary,Burglary in a Dwelling,0,2011,2
E01000188,Barnet,Burglary,Burglary in Other Buildings,1,2012,1
E01004345,Waltham Forest,Criminal Damage,Other Criminal Damage,0,2014,1
E01002818,Kensington and Chelsea,Burglary,Burglary in Other Buildings,0,2012,10
E01003753,Redbridge,Theft and Handling,Theft/Taking of Pedal Cycle,0,2014,8
E01002189,Harrow,Violence Against the Person,Offensive Weapon,0,2009,8
E01003439,Merton,Theft and Handling,Theft From Shops,1,2009,3
E01000276,Barnet,Burglary,Burglary in a Dwelling,0,2011,7
E01001664,Greenwich,Theft and Handling,Other Theft Person,0,2011,1
E01002743,Islington,Burglary,Burglary in a Dwelling,2,2010,1
E01001094,Croydon,Theft and Handling,Handling Stolen Goods,0,2009,7
E01001872,Hammersmith and Fulham,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2010,2
E01003660,Redbridge,Theft and Handling,Theft/Taking of Pedal Cycle,0,2012,6
E01000909,Camden,Drugs,Possession Of Drugs,0,2013,1
E01004750,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,1,2008,7
E01004158,Sutton,Other Notifiable Offences,Going Equipped,0,2013,3
E01000198,Barnet,Violence Against the Person,Harassment,1,2014,12
E01002495,Hillingdon,Theft and Handling,Theft From Motor Vehicle,1,2010,10
E01000481,Brent,Theft and Handling,Other Theft Person,0,2009,8
E01002528,Hillingdon,Drugs,Drug Trafficking,1,2009,9
E01000011,Barking and Dagenham,Robbery,Business Property,0,2011,4
E01000728,Bromley,Fraud or Forgery,Counted per Victim,0,2014,2
E01004364,Waltham Forest,Criminal Damage,Other Criminal Damage,0,2016,1
E01001679,Greenwich,Burglary,Burglary in Other Buildings,0,2009,5
E01004149,Sutton,Other Notifiable Offences,Going Equipped,0,2013,7
E01000547,Brent,Drugs,Other Drugs,0,2012,4
E01002736,Islington,Violence Against the Person,Murder,0,2015,7
E01001952,Hammersmith and Fulham,Theft and Handling,Motor Vehicle Interference & Tampering,1,2013,2
E01002788,Islington,Robbery,Business Property,0,2015,4
E01002540,Hillingdon,Criminal Damage,Other Criminal Damage,0,2016,3
E01004710,Westminster,Theft and Handling,Other Theft Person,0,2013,10
E01000742,Bromley,Robbery,Business Property,0,2016,6
E01002823,Kensington and Chelsea,Violence Against the Person,Common Assault,0,2009,2
E01003726,Redbridge,Theft and Handling,Other Theft Person,0,2010,11
E01001832,Hackney,Violence Against the Person,Other violence,0,2011,6
E01002793,Islington,Drugs,Other Drugs,0,2011,7
E01033574,Newham,Violence Against the Person,Harassment,0,2009,10
E01000608,Brent,Violence Against the Person,Common Assault,0,2009,8
E01004058,Southwark,Theft and Handling,Theft From Shops,0,2010,11
E01000613,Brent,Theft and Handling,Other Theft Person,1,2010,10
E01001838,Hackney,Other Notifiable Offences,Going Equipped,0,2009,11
E01001060,Croydon,Other Notifiable Offences,Other Notifiable,0,2015,9
E01004365,Waltham Forest,Violence Against the Person,Offensive Weapon,0,2014,12
E01000284,Barnet,Other Notifiable Offences,Other Notifiable,0,2012,12
E01004133,Sutton,Burglary,Burglary in a Dwelling,0,2016,3
E01003382,Merton,Violence Against the Person,Assault with Injury,0,2016,7
E01000736,Bromley,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2010,10
E01002215,Harrow,Theft and Handling,Theft From Shops,0,2012,7
E01004502,Wandsworth,Violence Against the Person,Wounding/GBH,0,2011,6
E01001758,Hackney,Other Notifiable Offences,Other Notifiable,0,2009,3
E01001051,Croydon,Criminal Damage,Criminal Damage To Motor Vehicle,1,2013,4
E01000148,Barnet,Theft and Handling,Motor Vehicle Interference & Tampering,0,2010,5
E01001555,Enfield,Theft and Handling,Other Theft,4,2012,11
E01001151,Croydon,Robbery,Business Property,0,2010,1
E01002075,Haringey,Criminal Damage,Other Criminal Damage,0,2010,8
E01001014,Croydon,Fraud or Forgery,Counted per Victim,1,2008,1
E01000154,Barnet,Violence Against the Person,Offensive Weapon,0,2012,5
E01003405,Merton,Criminal Damage,Criminal Damage To Motor Vehicle,0,2009,2
E01001300,Ealing,Theft and Handling,Theft/Taking of Pedal Cycle,0,2010,4
E01001805,Hackney,Violence Against the Person,Assault with Injury,1,2009,11
E01002570,Hounslow,Robbery,Business Property,0,2009,6
E01002747,Islington,Criminal Damage,Other Criminal Damage,0,2009,11
E01003185,Lambeth,Theft and Handling,Theft/Taking of Pedal Cycle,0,2014,4
E01002355,Havering,Violence Against the Person,Wounding/GBH,0,2009,2
E01000879,Camden,Burglary,Burglary in Other Buildings,0,2009,2
E01003491,Newham,Theft and Handling,Handling Stolen Goods,0,2009,10
E01002030,Haringey,Drugs,Possession Of Drugs,2,2008,8
E01003488,Newham,Criminal Damage,Criminal Damage To Dwelling,0,2010,5
E01001522,Enfield,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2013,1
E01003979,Southwark,Violence Against the Person,Assault with Injury,1,2011,5
